patent_title,patent_number,patent_type,patent_date,patent_abstract,patent_firstnamed_assignee_id,patent_firstnamed_assignee_country,patent_firstnamed_assignee_latitude,patent_firstnamed_assignee_longitude,patent_firstnamed_assignee_city,patent_firstnamed_inventor_latitude,patent_firstnamed_inventor_longitude,patent_firstnamed_inventor_city,patent_firstnamed_inventor_country,patent_firstnamed_inventor_id,assignee_key_id,assignee_organization,assignee_type,assignee_total_num_patents
Photovoltaic attachment system,7102074,utility,2006-09-05,A photovoltaic attachment system for mounting photovoltaic panels on top of a building's roof is disclosed. The attachment system does not require drilling of holes into the roof and does not affect the integrity of the roof. The photovoltaic attachment system comprises of a grid of photovoltaic panels mounted on top of beams that are attached to the walls around the roof. The roof structure is not affected. No holes are drilled into or through the roof and no leakage of water through the roof will result from the mounting of the photovoltaic panels.,,,,,,33.6694,-117.822,Irvine,US,6750392-1,,,,
Renewable portable stored energy power generating apparatus with alternate water source capability,7150153,utility,2006-12-19,"A renewable portable stored energy generating apparatus is provided, comprising a fully contained and stand-alone container. The container includes one or more storage batteries for providing auxiliary electrical power when required, with one or more renewable energy sources, such as solar energy, connected to the storage batteries. A water filtration system is connected to an inlet of a pump, the pump being connected to the storage batteries. An outlet of the pump is connected to an inlet of one of a fresh and salt water filter, the water filter including an outlet that is connected to a water dispensing device. The water filtration system includes a conduit system adapted to deliver water to the pump inlet from alternate water sources, and a valve located in the conduit system. The valve is moveable between a plurality of positions to selectively deliver water to the pump from one of the alternate water sources. The portable apparatus is ready for operation except for the deployment of the renewable energy sources.",,,,,,41.5119,-87.9656,New Lenox,US,7150153-1,,,,
Wind and solar power plant with variable high speed rotor trains,7172386,utility,2007-02-06,"A wind and solar power plant, producing electrical energy at any scale, site, and level above the ground, and with almost no wind, comprises rotor trains, mounted on decks of a garage-like building, each rotor train having a plurality of rotors positioned between a shroud and a wind tunnel. The wind is accelerated in a low middle part of the wind tunnel while flows from a high entrance towards a higher and wider exit. The blades of the rotors protrude into the middle part of the wind tunnel causing fast rotation of the rotors around horizontal axes. A super-diffuser, a booster and a wind tunnel are increasing the power of the wind and rotors in hundreds of times. Each rotor train comprises up to six rotors connected with twelve electrical generators. Electrical energy can be also produced by solar panels, mounted on the balconies and on the roof of the building.",,,,,,42.5467,-83.2114,Birmingham,US,7172386-1,,,,
Roof venting system for improved interior air quality and hot water and electricity production,7231744,utility,2007-06-19,"A roof venting system comprising a second roof layer disposed above a first roof layer with a spacer disposed therebetween to provide an air flow channel between the two roof layers. A gap is provided in the upper roof layer at or near the top end of the roof and a vent component is disposed in the gap to beneficially disperse and/or utilize the vented air from the air flow channel. In one embodiment, the spacers have openings to permit air to flow up the roof channel. The vent component can be configured to vent air from the roof, heat water in pipes disposed in communication with the channel, direct the air for use in the interior of the building and/or direct the heated air for use in making electricity. The air can be filtered and/or cooled. A translucent material over the pipes can facilitate sunlight heating of the water.",,,,,,36.7403,-119.24600000000001,Squaw Valley,US,4141766-2,,,,
Solar thermal roofing,7299591,utility,2007-11-27,"An external building surface formed by at least one of a roof and a wall, the external building surface comprising a plurality of battens spaced apart to define a plurality of transverse courses, a plurality of tiles supported by the battens in the courses defined thereby to provide an outer layer of said external building surface, which tiles are transparent to solar radiation, a plurality of strips arranged one for each course to form an inner layer substantially coextensive with the outer layer, which strips are absorbent to solar radiation, and a duct for a fluid heat transfer medium of a solar heating system extending lengthwise of the strips so that in use the fluid medium is heated when the strips absorb solar radiation incident through the tiles, wherein in each course there is a space wherein air is held over and along the strip in that course.",,,,,,50.6333,-2.3667,"Osmington, Dorset",GB,7299591-1,,,,
Solar stepping stone,7318655,utility,2008-01-15,"A solar stepping stone comprises a housing having an upper surface, side walls and a lower surface, the housing defining a chamber. A solar energy collector is associated with the housing for collecting solar energy. A solar power storage device is provided in the chamber for receiving and storing solar energy received from the solar energy collectors. An illuminator for illuminating at least a portion of the upper surface of the solar stepping stone is contained in the chamber and is powered by solar energy stored by the solar power member.",,,,,,34.2164,-119.037,Camarillo,US,D471662-1,,,,
Heating and cooling system,7325542,utility,2008-02-05,"A heating and cooling system for an enclosure includes a positionable solar panel assembly that supplies power to all the power consuming components of the system. A mountable sun tracking assembly continuously detects the position of the sun and adjusts the position of the solar panels to follow the movement of the sun during the day and to reposition the solar panels in the evening to receive the morning sun the following day. One or more ventilation assemblies mountable in one or more openings in the enclosure controllably supplies heated or cooled air into the enclosure, evacuating inside air, re-circulating inside air, and/or circulating outside air in response to control signals from the sun tracking assembly. A control box mounted inside the enclosure selectively controls operation and testing of the system. A dome is provided as an aesthetic covering for the ventilation assembly.",,,,,,33.8353,-117.914,Anaheim,US,7325542-1,,,,
Solar-thermal powered generator,7340898,utility,2008-03-11,"A solar-thermal powered generator has an absorber assembly which includes a gas permeable body of light absorbing material operative to absorb incident light and convert the absorbed light into heat. The gas permeable body of light absorbing material is supported in a spaced-apart relationship with a subjacent surface to define a volume which is bounded by the body of light absorbing material and the subjacent surface. A gas flow channel establishes fluid communication between the volume and the ambient atmosphere, and a turbine is disposed so as to intercept the gas flowing between the ambient atmosphere and the interior volume and extract kinetic energy therefrom. Also disclosed is a method for power generation using the disclosed generators.",,,,,,42.6806,-83.1339,Rochester,US,4159834-1,,,,
Solar energy concentrator for power plants,7380549,utility,2008-06-03,"A solar concentrator includes a mirror 24 having a frame 27 connected with a lever 55, a train 36 supporting the frame 27 and the lever 55, a first control cable 28 connected with the frame 27, and a second control cable 30 connected with the lever 55. A first locomotive 35 moves the train along a curvilinear path to keep the mirror 24 opposite the sun. The first control cable 28 controls pitch of the mirror 24 and the second control cable 30 controls yaw of the mirror 24. When a concentrator includes a plurality of mirrors 24 they are preferably controlled collectively by pulling all of the first control cables 28 with one motor to control pitch and by pulling all of the second control cables 30 with one motor to control yaw. Sunlight focused on the receiver 20 preferably boils water to form steam that is transmitted to a turbine connected to a generator for producing electricity.",,,,,,40.4406,-79.9961,Pittsburgh,US,4184479-1,,,,
Portable solar energy system,7388348,utility,2008-06-17,"The portable solar energy system stores electrical energy generated by a solar panel, which is made of an array of photovoltaic cells, in a dc storage battery, and upon demand converts the dc voltage of the battery to an ac output suitable for supplying conventional electrical appliances. The battery is a sealed lead-acid type and may be an Absorbed Glass Mat (AGM) battery. The system includes an energy storage and converting unit, which houses the battery and a dc-to-ac inverter. The inverter converts the stored energy of the battery, supplied at a low dc voltage, into the ac voltage and current required for supplying conventional appliances. A charge controller manages the flow of current from the solar panel to optimize the state of charge of the battery and to maximize the useful life of the battery. Additional circuitry monitors the discharge level of the battery to limit deep discharging.",,,,,,38.2961,-78.8108,Port Republic,US,7388348-1,,,,
Structure utilizing geothermal energy,7407004,utility,2008-08-05,"A structure utilizing geothermal energy capable of effectively utilizing a thermal energy in an underground constant temperature layer while using a supplementary heater and an air conditioner and natural energies such as solar heat or solar light, wind power, and water power in order to prevent limited fossil energies such as petroleum, gases, and coal from being exhausted, wherein an insulating wall (A) formed of a plurality of insulation panels (1) connected to each other and extending from a ground surface (4) to the underground constant temperature layer (21) is buried in the ground while surrounding a building (22) adhesively to the ground exposed portion and the underground buried portion of a foundation (5).",,,,,,34.3852,132.455,Hiroshima,JP,7407004-1,,,,
Solar air heater,7434577,utility,2008-10-14,"This invention provides novel devices and methods for the heating of air with solar radiant energy. The devices of the present invention feature a housing partitioned into essentially isolated sections wherein the sections are in fluid communication with each other through a plurality of channels located within the partitions. The two unique features of the invention, essentially isolated sections and partitions comprising a plurality of channels, increase the temperature achieved by the solar heater by 1) creating multiple, sequential sections that function independently of each other providing a higher starting temperature in each section and, therefore, a higher final temperature, 2) providing second means of heating the air within the channels located within the partitions and, 3) by virtually eliminating the mixing of incoming cold air with the heated air of the solar air heater.",,,,,,42.125,-71.1028,Stoughton,US,7434577-1,,,,
Gutter and roof protection system,7448167,utility,2008-11-11,A gutter and roof protection system comprises a gutter cover and an attached heating element. The gutter cover is installed between a lower edge of a sloped roof and a gutter attached to the roof. The gutter cover includes at least one elongated slot. The heating element is placed within the elongated slot and then connected to a suitable source of electricity so as to melt snow and ice which accumulates on or near the gutter cover. The slot retains the heating element and prevents it from moving without the use of fasteners. The slot also positions the heating element so that it is generally flush relative to a surface of the gutter cover so the heating element doesn't impede the flow of water or collect debris.,,,,,,41.2586,-95.9375,Omaha,US,7448167-1,,,,
Solar air conditioning system,7451611,utility,2008-11-18,"A solar air-conditioning system that is preferably designed to operate with concentrated solar heat and uses a circulating refrigerant in a cycle of compression and expansion. Solar concentrators raise the temperature and pressure of the refrigerant. The raised temperature is dissipated to the atmosphere and the refrigerant proceeds to the evaporator coil, which is located within a water tank containing at least 1000 gallons of an anti-freeze water solution. As the water is the storage medium, heat can be added to or extracted from the storage medium by the evaporator coil. A radiator pickup coil is also located within the water tank and is part of a separate chilled water system which can circulate its own water supply through other radiators located throughout a dwelling. Additionally, one or more bypass valve(s) within the refrigerant system allow switching to solar heating.",,,,,,44.9986,-93.2058,Ft. Lauderdale,US,4182503-1,,,,
Solar powered fan for portable enclosure,7455582,utility,2008-11-25,"The solar powered fan for a portable enclosure includes an electrical fan, which is pivotally mounted within the interior region of a portable edifice, such as that associated with a portable toilet facility. The pivotal mounting of the fan allows for selective user adjustment of the angular position of the fan with respect to the roof of the housing. Mounted on the roof, exterior to the enclosure, is a hollow housing having at least one solar panel mounted to an upper surface thereof. The solar panel charges a rechargeable battery received within the hollow housing which, in turn, is in electrical communication with the electrical fan.",,,,,,39.7967,-87.8686,Hume,US,7455582-1,,,,
Seasonally adjustable mounting system for solar panels having dual motor assembly,7476832,utility,2009-01-13,"A mounting system comprising at least one mounting assembly is disclosed. A mounting assembly is used to mount at least one solar panel. The mounting assembly includes a support base, a rotating base, a first motor assembly, a solar panel base and a second motor assembly. The rotating base is mounted on the support base and rotates about its vertical axis by the help of the first motor assembly, which is disposed between the rotating base and the support base. The solar panel base is coupled to the rotating base through a set of links, which transfers the rotation of the rotating base to the solar panel base. The second motor assembly is disposed on the rotating base and it provides a tilting movement to the solar panel base, which enables solar panel base to tilt at a plurality of angle from the horizontal surface of the rotating base.",,,,,,42.0428,-88.0797,Hoffman Estates,US,7476832-1,,,,
Low cost solar energy extraction,7481057,utility,2009-01-27,"While solar energy is widely available, current means to harness it are sufficiently expensive that for most applications it is not economically viable. The basic problem is that solar energy is not sufficiently concentrated, and the cost of the collector becomes the limiting factor. This invention teaches a way of building a solar collector and an associated energy conversion engine that together allow one to build cost effective solar electric systems that can compete with natural gas based power plants.",,,,,,37.3394,-121.89399999999999,San Jose,US,7130861-3,,,,
Mobile solar generator,7492120,utility,2009-02-17,A portable PV modular solar generator for providing electricity to a stationary electrically powered device. A plurality of wheels is attached to a rechargeable battery container. The plurality of wheels allow for movement of the PV modular solar generator so that the distance can be varied between the PV modular solar generator can be positioned in optimum sunlight. There is a rechargeable battery contained inside the rechargeable battery container. There is a pivotally connected photovoltaic panel for generating electricity. There is an electrical component for receiving an processing electricity generated by the pivotally connected photovoltaic panel. The electrical component also directs the electricity to either the rechargeable battery for storage or to the stationary electrically powered device. The PV modular solar generator supplies energy to an AC main panel for the stationary electrically powered device. The AC main panel receives generated energy from a public utility grid. The PV modular solar generator also includes a computer for monitoring the status of the public utility grid. The computer is capable of disconnecting the public utility grid from the AC main panel when the public utility grid is not energized and computer is also capable of connecting the public utility grid to the AC main panel when the public utility grid is energized.,,,,,,32.7153,-117.156,San Diego,US,6396239-1,,,,
Positioning system for portable solar panels,7513250,utility,2009-04-07,"A solar panel(s) positioning apparatus for controlling the orientation of a solar panel(s) having one edge pivotally mounted to a support surface including a lift bar attached to an opposite edge of the panel(s) and having a mast, a base supported on the support surface, a swing link connected between the base and the mast and an extensible link pivotally connected between an intermediate point on the base end of the mast. A modification of the structure includes positioning apparatus for alternate bidirectional tilting of one or more panels about axes along aligned opposite side edges thereof.",,,,,,47.7361,-122.645,Poulsbo,US,7513250-1,,,,
"Solar-powered refrigerator using a mixture of glycerin, alcohol and water to store energy",7543455,utility,2009-06-09,"A solar-powered refrigerator is disclosed. It uses a solar photovoltaic panel to convert solar energy to electricity to power a DC motor. The DC motor drives the compressor of a vapor-compression refrigeration system to freeze an energy-storage vessel, located in the freezer. The energy-storage vessel is filled with a mixture of glycerin, alcohol and water, with a freezing point of 10° F. to −10° F. In the absence of sunlight, the temperature of the frozen mixture can maintain near its freezing point for more than one day. The temperature of the refrigerator is maintained to a desirable value, for example 37° F., by a pair of heat-exchange coils and a thermostat, with or without sunlight.",,,,,,41.0339,-73.7633,White Plains,US,5751905-1,,,,
"Method and device for capture, storage and recirculation of heat energy",7549418,utility,2009-06-23,A heat generation and storage device supplements building heating and hot water systems. A roof cap including an air passage is connected to air outlets disposed within the roof structure of a building and to air passages formed by panels mounted over the surface of a building's roof. The roof cap is connected to a vent which either exhausts air to the atmosphere and/or recirculates air to a liquid heat storage tank. Heated air and heated water from the storage tank supplement a building's heating and hot water systems.,,,,,,37.4136,-76.5258,Gloucester,US,7549418-1,,,,
Insulation and power generation system for buildings,7579701,utility,2009-08-25,"A system for insulating a building and generating electricity includes a method for providing insulation for a building that resists heat transfer through conduction, convection and radiation, creating a series of air channels to transfer heat away from the underside of a roof using air currents, and harnessing such air currents to generate electricity. A series of turbines are positioned within or adjacent to the air channels, and are rotated by the air currents. The turbines are connected to an electrical generator, which generates electricity when the turbines are rotated. The generator is then connected either to an electrical storage device, such as a battery or a series of batteries, or is alternatively connected to the local power grid to provide electrical power back into the power grid.",,,,,,34.8525,-82.3942,Greenville,US,7579701-1,,,,
Method and apparatus for mounting photovoltaic modules,7592537,utility,2009-09-22,"An interlocking photovoltaic module mounting system that provides a one piece, integrated photovoltaic module frame portion that is directly mountable to a support structure and interlocks with separate adjoining photovoltaic module frame portions. The apparatus includes a frame member for enclosing the perimeter of a photovoltaic module, having an inside surface and outside surface, with the inside surface including a recess for capture of the panel. The frame member outside surface includes at least one interlocking means for affixation to the complementary outside surface of an adjacent frame-member. The frame member includes a height-adjustable foot portion for supporting the frame member on a roof, so that adjacent frame members may be interlocked to form an array, and the foot portion may be adjusted to level the formed array on the roof.",,,,,,38.5019,-122.995,Guerneville,US,5964764-2,,,,
Apparatus and methods for ventilation of solar roof panels,7618310,utility,2009-11-17,"A roof portion including solar roof panels and field vents is disclosed. The roof portion includes a sloped roof deck and a cover layer spaced above the roof deck to form a gap between the roof deck and the cover layer. The cover layer includes a layer of cover elements, and a field of one or more solar panels generally within the layer of cover elements. The cover layer also includes a first plurality of field vents positioned within the cover layer substantially immediately below the solar panel field. The cover layer further includes a second plurality of field vents positioned within the cover layer substantially immediately above the solar panel field. The field vents permit airflow between the gap and the atmosphere above the roof.",,,,,,38.4406,-122.713,Santa Rosa,US,D556314-2,,,,
Momentum-conserving wind-driven electrical generator,7635923,utility,2009-12-22,"Wind-driven electrical generators will slow and lose kinetic energy when the wind slows or stops. When the wind slows or stops, kinetic energy in the rotating turbine and other rotating components that would otherwise be lost, is conserved by supplying a supplemental mechanical energy to the rotating components using a battery-powered motor. The electrical power for the drive motor is obtained from solar-charged batteries. In an alternate embodiment, solar cells provide all of the energy for the drive motor.",,,,,,41.85,-87.65,Chicago,US,7635923-1,,,,
Power generating systems and methods,7654073,utility,2010-02-02,"A power-generating system is provided for operating adiabatically and reducing emissions of greenhouse gases contributing to global warming. The system may include gas reactors and/or combustors that burn a fuel and an oxygen-containing gas under substantially adiabatic conditions such that high-pressure combustion products and low pressure combustor housing cooling air are combined to produce a medium pressure working fluid. Higher thermal efficiencies reduce emissions of greenhouse gases. Products of combustion can be processed to further reduce emissions of carbon dioxide and other greenhouse gases from portable and stationary exhaust-producing devices using different fuels. The system may also include solar collectors that pick up a spectrum of solar energy by means of cells containing fluids, aligned to concentrate the solar rays. The collectors may pick up direct and/or diffused solar radiation and can be used to power self-propelled vehicles or function as a roof of a building.",,,,,,47.4831,-122.21600000000001,Renton,US,5507350-1,,,,
Housing modules with solar panels and buildings formed from stacked modules,7658039,utility,2010-02-09,"A building module for housing purposes comprises a rigid, rectangular, three-dimensional truss formed with four steel end columns and steel beams extending between the columns. Each module includes a floor panel extending between the four end columns, wall panels, and a roof panel extending from two of the end columns, parallel to the forward column and terminating a spaced distance from the two end columns. A first rectangular folding panel has one end hingedly attached to the edge of the roof panel termination and a second rectangular folding panel, larger than the first rectangular folding panel, has one end hingedly supported between the two end columns. The first and second rectangular folding panels may be folded into positions parallel to their roof panel with their edges overlapping to form a compact module.",,,,,,42.5836,-83.2456,Bloomfield Hills,US,7658039-1,,,,
Elastomeric waterproofing and weatherproofing photovoltaic finishing method and system,7666466,utility,2010-02-23,"The present invention is for a system and method of creating a continuous, seamless, waterproof, weatherproof, electrically generating surface that can be applied over a great variety of structural components. The method comprises coating the selected surface with a base elastomeric coating thus sealing holes, cracks and other surface imperfections. In one embodiment, the base elastomeric coating is allowed to dry and at least one photovoltaic module is placed on the base elastomeric coating by using another coat of elastomeric material applied to the underside surface of the photovoltaic module or on the surface of the base elastomeric coating where the photovoltaic module will be applied. Another layer of an elastomeric coating is applied covering the perimeter edges of the photovoltaic module creating a continuous, seamless, waterproof, weatherproof surface capable of generating electricity. Other embodiments include various strengthening elements to create durable, weatherproof surfaces with the photovoltaic modules integrated therein.",,,,,,27.9092,-82.7875,Largo,US,7666466-1,,,,
Solar power plant,7669592,utility,2010-03-02,A collector for solar energy is disclosed having a closed hollow partially spherical container with a window for permitting solar energy to enter the container. The container has a reflective inner surface for retaining the energy. The collecting lens focuses the solar energy. Central tubing is provided and a pump circulates fluid through the tubing to a heat exchanger for transferring thermal energy from the fluid in the tubing to a utilization device.,,,,,,42.5684,-83.3545,West Bloomfield,US,7669592-1,,,,
System for attaching an article to a roof and method of use,7762027,utility,2010-07-27,A system for attaching an article to a roof having shingles disposed on top of a structural member includes a flashing member which is rotatably connected to a stanchion. The flashing member includes a sheet of flashing which is slid up under one or more shingles. A hole is drilled through the shingles and into the structural member. The stanchion is then bolted to the structural member.,,,,,,37.8503,-122.031,Alamo,US,7762027-1,,,,
Photovoltaic membrane system,7810286,utility,2010-10-12,"A photovoltaic membrane system is provided for use on a building and, optionally, incorporated into the building envelope. One or more photovoltaic cells are provided at an upper layer of the system. A thermal barrier is disposed between the one or more photovoltaic cells and the building, isolating the two from one another. The thermal barrier may be provided as a series of wedges that are shaped and oriented to optimize electrical performance of the photovoltaic cells. An air channel assembly may be provided to ventilate heated air from beneath the one or more photovoltaic modules away from the system and the building. The system may be integrally associated with the building or removably coupled therewith. Components may be provided for assembly during installation or preassembled modules may be provided for installation.",,,,,,39.7556,-105.221,Golden,US,D470682-1,,,,
Momentum-conserving wind-driven electrical generator,7834473,utility,2010-11-16,"Wind-driven electrical generators will slow and lose kinetic energy when the wind slows or stops. When the wind slows or stops, kinetic energy in the rotating turbine and other rotating components that would otherwise be lost, is conserved by supplying a supplemental mechanical energy to the rotating components using a battery-powered motor. The electrical power for the drive motor is obtained from solar-charged batteries. In an alternate embodiment, solar cells provide all of the energy for the drive motor.",,,,,,41.85,-87.65,Chicago,US,7635923-1,,,,
Solar-powered system and method for providing utilities,7845345,utility,2010-12-07,"A solar-powered system and method for producing a utility, such as electricity, hot water, and/or potable water is disclosed. The system may be configured to produce the utilities alone or in combination. The system may comprise a fluid medium, a converter, one or more solar concentrators, a storage tank, a collection tank, a dehydration tank, and one or more safety features. The system may be closed-loop or open-loop.",,,,,,27.9472,-82.4586,Tampa,US,7845345-1,,,,
Solar and wind energy converter,7851935,utility,2010-12-14,"An integrated hybrid energy generating system capable of converting wind and solar energy for use with an electrical generator. During the daytime, the system concurrently derives energy from both wind and solar energy sources. During the nighttime, it continuously harvests wind energy regardless of the weather condition.",,,,,,33.8358,-118.34,Torrance,US,7851935-1,,,,
Method for installing a stanchion on a tile roof and system therefor,7861485,utility,2011-01-04,"A method and apparatus for installing a stanchion on a tile roof includes a tile which has an aperture and a stanchion which fits through the aperture. An existing roof tile is removed and the stanchion is connected to the roof sheathing at the place of removal. The tile is then placed over the stanchion so that the stanchion project through the aperture. In an embodiment of the invention, a sleeve surrounds the aperture and a seal provides a weather proof seal between the stanchion and the sleeve.",,,,,,37.8503,-122.031,Alamo,US,7762027-1,,,,
Solar powered fan,7866958,utility,2011-01-11,"A solar powered personal fan with a much broader spectrum of both portable and fixed operating applications whereas prior art is application specific. This device also provides a plurality of fixed and portable power supplies. A solar panel, rechargeable battery pack or home charger can all be used as a power supply to operate the present invention.",,,,,,40.1544,-75.2219,Ambler,US,7866958-1,,,,
"Solar collection apparatus, solar collection arrays, and related methods",7878190,utility,2011-02-01,"A solar collection apparatus includes a housing with a first opening, a second opening, and a partially-mirrored floor. The device includes fins with first and second end segments and curved bodies. Both sides of the fin bodies have the same curvature, and both sides are mirrored. The curved bodies of the fins all have the same curvature. The floor and the second end segments of the fins together define a light pipe. Light impinging on the first opening of the housing is directed into the light pipe by reflection between adjacent faces of adjacent fins. The second end segments of the fins prevent the light within the light pipe from exiting the light pipe in the first direction. Light within the light pipe exits the light pipe at the second opening, where it may be stored, or may be directed to a solar energy device such as a solar cell, turbine, or vehicle heater.",,,,,,38.9783,-76.4925,Annapolis,US,4326012-1,,,,
Adjustable solar collector and method of use,7878192,utility,2011-02-01,"A solar collector has operably connected reflective panels that can be positioned to substantially form a parabolic trough that concentrates solar radiation onto a tube running along the focal line of the trough. A folding mechanism can be manually or automatically operated to selectively fold and unfold the panels into open and closed positions and into any number of intermediate positions, including the position characterized by formation of a parabolic trough. A rotating mechanism can be manually or automatically operated to selectively rotate the solar collector about an axis parallel to the focus line of the parabolic trough.",,,,,,44.98,-93.2636,Minneapolis,US,3952196-1,,,,
System for attaching an article to a roof and method of use,7895808,utility,2011-03-01,A method and system for attaching an article to a roof having shingles disposed on top of a structural member includes a flashing member which is rotatably connected to a stanchion. The flashing member includes a sheet of flashing which is slid up under one or more shingles. A hole is drilled through the shingles and into the structural member. The stanchion is then bolted to the structural member.,,,,,,37.8503,-122.031,Alamo,US,7762027-1,,,,
Portable solar generator,7898212,utility,2011-03-01,"A portable PV modular solar generator. A plurality of wheels are attached to the bottom of a rechargeable battery container. At least one rechargeable battery is contained inside the rechargeable battery container. A power conditioning panel is connected to the rechargeable battery container. At least one photovoltaic panel is pivotally connected. In a preferred embodiment, the rechargeable battery container is a waterproof battery enclosure having a knife switch connection. A mast having a rotation bar is supported by the waterproof battery enclosure. At least one solar panel support brace for supporting the photovoltaic panel is attached to the rotation bar. The power conditioning panel is waterproof, is attached to the mast and has a door. When the door is opened, at least one safety switch is opened, breaking an electric circuit. The waterproof power conditioning panel has a charge controller and an inverter. The charge controller is electrically connected to at least one rechargeable battery and at least one photovoltaic panel, and is capable or receiving auxiliary power inputs.",,,,,,32.7153,-117.156,San Diego,US,6396239-1,,,,
Method of securing flexible solar panel to PVC roofing membrane,7900413,utility,2011-03-08,There is disclosed a method of adhering a flexible solar panel to a PVC-based roofing membrane that interposes a certain plasticizer-containing PVC membrane between the solar panel and the roofing membrane.,,,,,,32.8808,-97.1547,Colleyville,US,7900413-1,,,,
System for attaching an article to a roof and method of use,7905064,utility,2011-03-15,A system for attaching an article to a roof having shingles disposed on top of a structural member includes a flashing member which is rotatably connected to a stanchion. The flashing member includes a sheet of flashing which is slid up under one or more shingles. A hole is drilled through the shingles and into the structural member. The stanchion is then bolted to the structural member.,,,,,,37.8503,-122.031,Alamo,US,7762027-1,,,,
Integrated domestic utility system,7913331,utility,2011-03-29,"An integrated domestic utility system is used to recycle grey water in a domestic house as a means to divert treated potable water away from non-potable uses, and in particular, toilet flushing. The system comprises a rainwater tank for storing rainwater collected from a roof top and a grey water tank to store grey water collected from a shower or bathtub. The rainwater is used to augment the grey water supply through a self regulating valve. Domestic water can also be used to replenish the grey water tank. A demand amount of grey water is pumped from the storage tank to at least one toilet tank. The system is controlled by a controller using pressure sensors and temperature sensors. The invention may include a solar heating circuit coupled to a domestic water heater. In one example of the invention, the system stores grey water in a bathtub and supplies it to toilet tank.",,,,,,49.15,-123.917,Nanaimo,CA,7913331-1,,,,
Compact solar apparatus for producing electricity and method of producing electricity using a compact solar apparatus,7915523,utility,2011-03-29,"The present invention relates to a compact solar module (CSM) apparatus and a method of producing electricity using such an apparatus in residential buildings for example. One embodiment of the module is made of two arrays of 2×4 solar cells. Each cell in the array has a surface area of 36 square inches for example. Each array covers an area of 1×2 square ft, generating 26.4 Watts of electricity. One CSM of this embodiment consists of 2×8 sub-CSMs, generating a total of 422.24 Watts, and having the assembled dimension of 27.5″×21′×7.6″. The compact feature of solar module relies on sunray transmission to the solar cells and their remote illumination through optical fibers and sets of concave and convex mirrors & lenses. Sunrays are collected and concentrated and condensed on the optical fiber bundles installed in light guides penetrating through a roof top and tracks sunrays during sunrays. To illuminate the entire surface of a photocell, an array of 2×2 mirrors/fibers arranged in a square configuration, are utilized. This configuration optimizes material usage, cost effectiveness and provides greater sun energy for PV cells illumination.",,,,,,41.8328,-87.9289,Oak Brook,US,5528408-4,,,,
System and method for anchoring solar panels to a flat surface,7921843,utility,2011-04-12,"A mounting system that is used to mount a solar panel array to a flat roof. The system utilizes mounting supports that hold solar panels at an inclined angle. Each mounting support includes a first mounting ledge, a second mounting ledge, a flat base section and an inclined section that is disposed between the flat base section and the first mounting ledge. The first mounting ledge, second mounting ledge, flat base section and inclined section are all integrally formed from a common sheet of metal. A solar panel is attached between two of the mounting supports. Once mounted, the solar panel extends from the first mounting ledge of a first mounting support to a second mounting ledge of a second mounting support. Weights are then placed on the flat base section of the mounting supports to passively anchor the assembly to the roof.",,,,,,40.3892,-74.7622,Hopewell,US,5338369-1,,,,
Terminal box for a solar battery module and a method for producing such a terminal box,7928314,utility,2011-04-19,"A terminal box for a solar battery module is provided with a plurality of terminal plates (30) juxtaposed in a box main body (10) and connectable with positive and negative electrodes of the solar battery module, cables (90) for external connection connectable with the terminal plates (30), a conductor piece (50) connected with one of two corresponding terminal plates (30) and extending from this one terminal plate toward the other, and a bear chip diode (70) held between the conductor piece (50) and the other terminal plate (30) to be connected with both. The conductor piece (50) is connectable with a P-area (72) of the bear chip diode (70) and the other terminal plate (30) is connectable with an N-area (71) of the bear chip diode (70).",,,,,,34.7667,133.333,Yokkaichi,JP,5576514-2,,,,
System for mounting objects to polymeric membranes,7935202,utility,2011-05-03,"Systems and methods for coupling a polymeric membrane to a structure are described herein. In some instances, the systems and methods for coupling polymeric membranes to structures is applicable to mounting structures onto polymeric membranes forming part of roofing structure. Particularly, the methods and systems described herein may be applicable to securing external structures, such as photovoltaic cells to a polymeric membrane, such as a thermoplastic membrane.",,,,,,32.8808,-97.1547,Colleyville,US,7900413-1,,,,
Solar heating method and apparatus,7939747,utility,2011-05-10,Embodiments for methods and apparatuses for solar heating are disclosed. One solar heating apparatus includes an insulating layer adjacent to an exterior of a structure. A heat transfer plate is adjacent to the insulating layer. A fluid conduit is adjacent to the heat transfer plate. The heat transfer plate is thermally connected to the fluid conduit for transferring heat from the heat transfer plate to fluid within the fluid conduit. A weather exposed layer is thermally connected to the heat transfer plate.,,,,,,37.2364,-121.991,Monte Sereno,US,5629653-1,,,,
